"CSZX","城市之星"
"WENJUNEBS","中山伊邦国际货代有限公司"
"KLFAIRY","深圳市鸿达运运输有限公司"
"WXJILIDE","无锡市吉利得运输有限公司"
"KMWANKELONG","昆明万客隆航空服务有限公司"
"ZJEMS2012","浙江省邮政速递物流股份有限公司"
"ANDYJINYILOGISTICS","大连金亿国际物流有限公司"
"AOLJ2008","黄庆兵"
"TJJINRITENGLONG","天津市金日腾龙物流有限公司"
"BEATMELODY","东阳市天助休闲用品有限公司（销售部）"
"HAOCONGCONG1688","洗护用品"
"WANGQINGJUN1986","汪氏旅游中介公司"
"GUOLIAN56","广州国联物流有限公司"
"DYQP1999","广州市金永福汽车配件用品城大洋汽配经营部"
"TLXFWL","铜陵市先锋物流有限责任公司"
"JIWU56","揭阳市兴旺物流有限公司"
"HZHX56","江西广昌宏信汽车物流配送有限公司"
"MADOUFZ","杭州顺泽服装有限公司"
"LIE13628853","余烈（个体经营）"
"SCLIZE2012","李泽"
"XINGDAWULIU2012","江门市江海区鑫达服务部"
"CHENRONGBING2012","陈彬"
"AB572714","胡和舒（个体经营）"
"SLLUY1987","孙孝弟"
"DCJ99","深圳市尚都家具设计有限公司"
"QIHANG1022","苍南县启航工艺厂"
"SZQ3110133","湖州市云巢化工厂"
"SANDY20100421","深圳市宇喆电子材料有限公司"
"OYML1688","梁勇"
"FFANTASY","何剑 （个体经营）"
"HOAU1985","河源市广源货运有限公司"
"HONGHONGHUOHUO888","山东邹平县福康食品有限公司"
"SUMMERCAO123","曹文婷(个体）"
"ZJGJHY","连云港中江国际货运代理有限公司"
"JHQCYZ","洛阳市西工区俊辉全虫养殖场"
"Q185092925","风行贸易有限公司"
"PKDC888","深圳中兆物流有限公司业务部"
"LAIYANG56","山东烟台莱阳物流公司"
"HAIYINGLUOHY","(熙雨)花卉"
"NIUNIU8521","莲诚物流"
"CHUANGSHI68","安能卡车航班（深圳）集运中心"
"JIEXIANLONG","苏州奔腾货运有限公司"
"TOBE2011","广州市华奥货运代理有限公司业务6部"
"D1475","天津铁洋国际物流集团有限公司"
"X413018816","无锡展源物流公司"
"CMM15989998215","佛山市顺德区华盛（通达）货运代理有限公司"
"SXLIANCHUANGWULIU","绍兴海川物流有限公司"
"SBYV0327","常州市常广物流有限公司"
"ZHOU7968","芜湖金龙木业包装有限公司"
"SINUOGONGJU","江苏斯诺工具有限公司"
"CSDEAF","雅麓服饰"
"LFS812","深圳市立方速国际货运代理有限公司"
"FANHAN8","雅仕國際快遞有限公司"
"AYSHF_DU_CORP","安徽远洋国际货运有限公司上海分公司"
"BJTY200888","上海含香物流有限公司"
"QIAOJUNLEI","临沂辐照中心"
"GUOTENGHUOYUN","苏州国腾国际货运代理有限公司"
"YESPAITING","中山艺晟油画有限公司"
"XIAOXIN20111006","深圳飞翔物流有限公司（飞翔集团分公司）"
"HANGJIA56","广州市航嘉物流有限公司"
"XIAOMINGD08","上海建珥水族景观工程有限公司"
"PANGFUBANG","庞富邦（个体经营）"
"NPPYJD","南皮县鹏宇机电有限公司"
"QURUNHUI6666","苏州宇通物流有限公司"
"LZQ610910","厦门秋辉运输有限公司"
"TIANBIAN51","上饶通泰物流有限公司"
"ZHENGLONGSHANG1688","温州博方贸易有限公司"
"LAJINLONGTSX","杭州临安金龙化工有限公司"
"HANHENG410","邯郸市亨运自行车配件有限公司"
"DEPPON2012WULIU","郑州德邦物流有限公司焦作解放西路分公司"
"MASUGT","麦晓记（个体经营）"
"FZBLQP","福州市晋安区宾力汽配店"
"HONGDA98888","广昌县宏达物流有限公司"
"JIAYUANTONGHUOYUN","黄岛区佳源通货运经纪服务部"
"HK56004","香港東昇國際物流有限公司"
"LIANGKAI1759","广州市新邦物流服务有限公司成都双流蛟龙港分公司"
"SPEEDFISHERMAN15","西海岸酷派爵士乐团"
"FJSCHSY","福建顺昌嘉油榨油厂"
"JOEBIBY2011","东莞金圆物流有限公司"
"CHINAMENGYING","温州梦莹家居用品有限公司"
"DFSXBS","陕西东唐运输发展有限公司"
"JBZCHINA","福建省德化县苏氏陶瓷有限公司"
"CHYS89","金华尚美化妆品有限公司"
"WEIMING5827","常州中联物流有限公司"
"YIWUKUAIYUN","中铁物流集团义乌分公司"
"MEISHAWEIYU","徐彩智(个人会员)"
"WZACD","温州安昌达科技有限公司"
"ZCZLWL2008","中山市中川佐利物流有限公司"
"FSYB56","佛山市禅城区韵邦货运咨询服务部 "
"SDJBDQGS","山东金变电气有限公司"
"CASAIR8022","深圳诚爵国际货代有限公司"
"HYATTJJ","瑞安市凯悦洁具有限公司"
"LINQW168","资中县林全武副食店"
"BJQYYSD","北京求越运输队"
"TIKI0707","上海徽煌智能科技有限公司"
"SJZTEMA2011","石家庄特玛贸易有限公司"
"GZSANMA","广州市三马货运有限公司"
"SUPERSTRA007","高恩隔音"
"CJHY520","东莞市南城蔡记货运咨询服务部"
"LANGCHUANG88","杭州朗创茶具有限公司"
"BOYAMUYI","东莞市聚雅工艺品有限公司"
"SHUNAN86","深圳市全顺吊装搬运有限公司"
"TJSANHO56","天津山汉物流有限公司"
"BAOGELI8899","海南凯旋科技有限公司"
"AIERSM","深圳市天惠兴科技有限公司"
"ZHANGHAOCHANG123","石家庄昌达物流【温州台州】快运专线"
"ZHANHAN1016","汉考克(上海)贸易有限公司"
"WJX296500","龙泉市君娴竹炭厂"
"LINGDIAN108","卢进标（个体经营）"
"LIUJUNGUO","广东百牌集团"
"SWTDACHENG","烟台爱润经贸有限公司"
"YALONGWULIU","新疆亚龙国际货运代理有限公司"
"SZMY0227","深圳市康宝利电子有限公司"
"W838020867","杭州明运物流有限公司"
"QDWL168","青岛百度国际物流有限公司市场部"
"WENDY677","广州翔辉物流有限公司"
"LIHONG8811","杭州红圣红物流有限公司"
"YUFEIMEN8918","宁波外代新华国际货运有限公司（箱运部）"
"CP860","深圳市海南长坡货运公司"
"SZLCWL","苏州联昌物流有限公司"
"FEISHENGWUJIN","佛山市南海区金沙飞晟金属制品厂"
"PJ362232451","深圳市百佳物流有限公司"
"W85283136","南通优游防护用品有限公司"
"CHINA521BAG","义乌市不凡箱包有限公司"
"GUOSONGALEX","金程空运"
"HNGLWL","湖南国联捷物流公司"
"QIUFEIYUN110","深圳市鸿志发贸易有限公司"
"SHXY5856","上海轩耀物流有限公司"
"MINGYAOTAOCI","景德镇市铭窑陶瓷贸易有限公司"
"HONGSHANSHUALVIN","昌顺物流（无锡）有限公司"
"HAOLIANG530"," 深圳市恒路物流股份有限公司"
"ERCNET","上海安能物流有限公司"
"ZHUJINGYUN201004","广州市豪景货运公司"
"SF505","广西顺丰速运有限公司"
"XU961053158","华泰服装修色"
"BJJXDWL2010","北京佳鑫达货运物流有限公司"
"HEXINOOOOO","hexin"
"MEIYIDO","风舞柳服饰有限公司"
"LAGRZMSB","临安国荣照明设备有限公司"
"XIEYINWEN178","杭州成功运输有限公司"
"DDY8090","东莞市樟木头天峰货运服务部"
"XDEXPRESS","上海迅道国际物流有限公司"
"CHENRU014250","营口昌盛物流有限公司"
"SZFCDXINXU8518","惠州市惠阳区新圩富成达货运公司"
"GANZHUO66","上海赣倬物流有限公司"
"ZOTYE56","南京众泰货运代理有限公司"
"HUAYU85","广州华誉货运代理有限公司"
"GOFINE56","广州凯峰物流有限公司"
"JEARLYGRACE","湛江市弘远货运有限公司"
"QQ511136969","涡流"
"STZYWL","汕头市金平区忠义货运站"
"ZHANGYW168","武侯区新蜀货运信息咨询部"
"CHANGANJIU","西安酒度商贸有限公司"
"NCHZX520","倪朝华（个体经营）"
"BMT1688","上海灏丞信息科技有限公司贵州分公司"
"ABCDSB2012","张朝进（个体经营）"
"RUNQITEA","昆明市盘龙区润其茶叶经营部"
"ZULINSHIYE","长春市正方建筑机械租赁有限公司  "
"HRFH","杭州大牮货运有限公司"
"YFFA","上海大唐物流有限公司"
"FSLIANZHONG56","宜黄县路通货物运输有限公司泉州分公司"
"HERRYZHU","上海英脉物流有限公司"
"GONG21","厦门欣安运物流有限公司"
"CANSHEEN","上海宽欣货运有限公司"
"GJWULIU","苏州市赣昌物流有限公司"
"YINGFEI8888","广州市赢飞货运代理有限公司"
"SZJINDIEWULIU","苏州金碟物流有限公司"
"SGS018","屠宰机械市场部：个体"
"CSJ5168","洪杰集团红杰有限公司"
"DELI158","杭州红圣红物流有限公司(业务部)"
"FANGXIAOLIANG2010","衢州小方货运搬家有限公司"
"ZHOUBAOGUO1111","杭州路畅物流有限公司"
"NOAHARK1688","新疆诺亚舟物流有限公司"
"ZHIXINHY","北京智鑫伟业货运有限公司"
"BRAIN8818","苏州佐尔物流有限公司"
"RUIFENG56SHANGHAI","上海瑞峰物流有限公司储运部"
"YKFEIYANG88","永康市飞洋杯业有限公司"
"SHENGWEINO1","王晟威（个体经营）"
"SJHTLIGHT","沈彬(个体经营)"
"YYX1978","永康市鑫众源工贸有限公司"
"GENIERIKKI","北京大运河货运有限公司"
"GZRC56","广州市容昌物流有限公司"
"HTZTD","东莞凤岗汇通快运有限公司"
"JINGLAIWL","上海景莱物流有限公司业务部"
"JNWL609","广州市金诺物流有限公司"
"TOOTO56","上海昌顺物流运输有限公司"
"YEJUN05","广州新邦物流有限公司黄埔文冲分公司"
"GZ2006LYLG","广州市骏逸物流有限公司"
"NIUBODS","牛叔"
"XIEQISHENG1983","昆山市华宏货运有限公司"
"ZXL20111114","大成软件有限公司"
"HUAZAI5252","上海爱陀实业有限公司"
"DGDHSP","东莞市东红货运有限公司石排分公司"
"Q505136954","新邦物流"
"ALI516120123","诚信装饰建材有限公司"
"GUANGMINGTOOLS","惠安县螺阳光明石材磨具店"
"WANGHONG130732","宇航兄弟国际货运代理"
"YIJIALOGISTICS2012","深圳市一嘉物流有限公司"
"MUYUONE","刘杰"
"YT918723","衣冠楚楚批发网"
"CCGD168","深圳市世纪创彩光电有限公司"
"JIANGYANNI0925","蒋燕妮（个人会员）"
"WWKZM1","中山市沙溪镇高邦制衣厂"
"BINGFENGQR","张秋蕊"
"KDGDZ168","深圳市科鼎谷电子有限公司"
"CXTSERVICE22412","公司名称：B2B-CCBU-诚信通-新签部-新签三区-十三部-三组"
"QIAONAISPORT","乔耐(上海)健身休闲有限公司"
"XMNQ","厦门南侨工贸有限公司"
"TUCHUNXIANG191124","tuchunxiang191124"
"HAO6897174","惠东县平山曼莎鞋店"
"FJS715143066","广东省江门市礼乐进兴塑料色粉行"
"GJY1987612","北京快达国际物流服务有限公司"
"XIAOLILIU2011","苏州迅博信息科技有限公司（客服部）"
"ZENGYANHAI","上海祺周货运代理有限公司"
"YONGHONGHUOYUN","锡山区东北塘永宏货运信息咨询服务部"
"KQRHKX","慷骐瑞包装器材厂"
"CSHEYF","深圳景光物流"
"YQYCJX","乐清市阳晨矿用机械有限公司"
"HUANGLIN344500","上海市明腾汽车运输有限公司"
"MIAOXUEFEI2012","东华液压"
"GUANGZHOUKUAIKAI17","广州快凯国际货运代理有限公司"
"XINJIEDIANZI2011","东莞市塘厦欣捷电子厂"
"TL624691443","tl624691443"
"JINGTONG5656","九通物流"
"SDLIJICHAO","琪璟木梳制造"
"HAIGANGHICITY","海口宝加力电子商务有限公司"
"MYF5685","天地华宇集团"
"CHAO8989","长沙市雨花区湖南高桥大市场新丽峰百货商行"
"CSJ8960878","携程物流有限公司"
"RAYHG2010","东莞市长安赛扬五金电子厂"
"ANDYZSB","上海福鑫运输有限公司"
"SHLEXUAN","上海乐宣国际贸易有限公司"
"XIAOYAN20111110","广州新龙物流公司"
"ZRNSYX520","山西中太钾盐化工有限公司"
"ERICYZHAO","赵梁栋"
"RQCCKG","任丘市长城开关厂"
"ZHANXUENING2012","广州琳海物流有限公司"
"TEL15013386786","广州港通物流有限公司"
"WXFYWL","无锡峰业物流运输有限公司"
"BKPS","上海畅易物流运输代理有限公司"
"YIYIFU910","网络技术有限公司"
"BIAODAYUNTONG","深圳市标达运通国际货运代理有限公司"
"DTOO7LV","诚信通深圳服务部"
"XINYUXIANG2009","南京鑫裕祥电子科技有限公司"
"LIAOTAO20001","永利物流"
"JJH1056759762","上海程辉物流有限公司（业务部）"
"DELISJ","东莞市董氏德力机械有限公司"
"KKKK201204","白凤汉"
"JHWANG88","武义捷顺工具有限公司"
"HAPPYZHENGQUAN","德清县武康郑钱日用品商行"
"CCZY1","yuanjiaman（个体经营）"
"XIU20101117","黄东秀"
"ZHAOWEI5200","重庆奎伸物流有限公司"
"DDX666666","新邦物流有限公司"
"TB13543993798","完美(中国).日用品有限公司"
"WULINJINGMAO","江门市蓬江区武菱服装有限公司"
"XRONG011213","成都有限公司"
"DINGTAIHUOYUN","宁夏平罗县太沙鼎泰货运信息部"
"ZERY028","昆山特宝货物运输有限公司"
"XB7070","上海新邦物流有限公司"
"LFS815","深圳市立方速国际货运代理有限公司"
"ZHUXIAOLIN0429","个体经营 爱尚L"
"CTQB2005","监利永华物流有限责任公司"
"JANEJACK0320","洪家琼(个体经营)"
"ROBINLUOBY","杭州丰盛贸易有限公司"
"BANGWEIWL","bangweiwl"
"HUANHUI520","昆山双得力物流有限公司"
"BSE2009","上海舍弗勒货运代理有限公司-市场部"
"SSWFNXK03022614","林伟强"
"HENKICN999","深圳市(HJ)包装制品有限公司（销售部）"
"WZHSGJW","深圳市五洲海盛进出口国际货运有限公司拓展部"
"GZCSHY","广州市宇联物流有限公司"
"XTDTIQPL","深圳左邦科技有限公司"
"JINGFENG56","河北晶峰物流有限公司"
"SANDE2012","三德医疗器械（南京）有限公司"
"V8886","冯颖嫦"
"HU13783810551","泗宾砭石饰品店"
"SHZJPS2012","上海宇彤物流有限公司"
"GZGBWL","广州广邦物流有限公司"
"PENGDAWL56","温江明森园林"
"DGSL018","东莞市南城升蓝货运代理服务部"
"JIA1350454","上海佳吉快运有限公司舟山分公司"
"BAISHIQUANJT","中山市全际通物流服务有限公司"
"WW21D","ww21d"
"FEICHEUNGHZ","深圳飞翔物流有限公司快递部"
"JHJ13566040892","苏州万隆华宇物流有限公司宁波市鄞州五乡分公司"
"TIANYAMOYI","天涯人服饰有限公司"
"WW12345689HH","江西信广物流有限公司物流部"
"GRGR19325","郭瑞(个体经营)"
"SUNSHINE21FC","动力体育有限公司"
"KINGBEA","莱尔国际有限公司"
"A15901855508","上海骏磊物流有限公司（业务总部）"
"WAIMAOJINCANG","义乌市凯邦货运代理有限公司"
"JFWL2012","深圳市飓风物流有限公司（布吉营业部）"
"NJLWWL56","来旺物流（南京）有限公司"
"MINGXIN56","上海明心物流有限公司"
"DGSDWL","广昌县胜达物流有限公司"
"DUANLIHUA2008","长沙乐购礼品公司"
"CHENJIAN694697576","陈健（个题经营）"
"Q752312361","厦门货运飓风代理有限公司(晋江分公司)"
"LANTAIGONGYI","苍南县兰泰工艺礼品厂"
"WOSHILILILIJUN","李立军"
"YWYINGAISP","义乌市盈爱饰品加工厂"
"CQHTLWH","重庆昊天织造有限公司"
"LVYSEN","lvysen"
"AIFANGSHU2012","鑫元物流有限公司"
"Q743512108","诚盛金"
"LI243060468","高明方方通物流公司"
"TANGKE873521","唐进忠"
"NTBYN","崇川区比翼鸟家用纺织品厂"
"PX1328653964","深圳跃达国际物流"
"ZHIDA561688","合肥致达货运有限公司"
"SZWSWL2009","深圳市信必达物流有限公司"
"ZIWU300","武汉三江华宇物流公司德阳分公司"
"ALI1699201246","上海郑明现代物流有限公司网络物流事业部"
"NLLZZ1214","厦门中桂进出口贸易有限公司"
"QQ863940391","重庆城市之星物流有限公司"
"OU15289807405","雅牙时尚女装店"
"LCCCO002","深圳市路畅国际货运代理有限公司"
"TAOZHANG201111","广州合晟国际物流有限公司国际分部"
"SHPINGZOU","东莞市联州物流有限公司"
"ZHANG1WEN2BIN","zhang1wen2bin"
"WEN3662237","安泰物流无锡分公司"
"WWW664703963","超顺空车配货中心"
"MX56TONG","上海明心物流有限公司（业务部）"
"JATIJJ","德邦物流股份有限公司嘉善县分公司"
"SHENGMEIWULIU","上海圣美物流有限公司。刘乐"
"LIUJUNTAO2012","振翔物流"
"CAIE1324","杭州乐淘库"
"WJLIUNA","昊龙塑胶原料有限公司"
"XXH201110","苏州中联物流有限公司"
"YOUJIA1990","深圳振鑫达物流有限公司"
"GUANGZHOUHEXINWULIU","广州市合鑫物流公司"
"FMATETEST","fmatetest"
"PANGANZHONG","佛山市高明区顾利亚货物代理服务部"
"ZJC2345","zjc2345"
"GLORIA19881211","郭倩"
"MWGYZP","中山市小榄镇永钧工艺制品厂"
"GZJN56","广州市金诺物流有限公司"
"HBYT56","深圳市华邦运通物流有限公司"
"HOUYUN99","济南天马物流有限公司业务部"
"GAOLI773784722","东莞市浙商物流有限公司（深圳分公司）"
"SHJITONGWL","上海冀通物流有限公司"
"CSCO007","榆树市隆鑫运输有限公司"
"HICCUPBOY","新邦物流康桥营业部"
"WUHANWODEBAOBEI","旗瀚国际货运代理有限公司"
"WZTJ1688","温州天久标准件有限公司"
"JINKONGQUE888","付永军（个体经营）"
"A18022178224","a18022178224"
"ALANCHENG01","深圳市海仓物流有限公司"
"HELLOWORLD56","刘少秋"
"SUMJE521","西安运恒汽车运输服务有限公司第三分公司"
"XIA274698107","昊天纺织"
"ORANGE502","陆珏（个体 经营）"
"HUIDALONG168","深圳市惠达隆卫浴建材有限公司"
"WENHAIQUAN2012","文海泉（个体经营）"
"HMLPKN","hmlpkn"
"TINGDONGNI","三寸水丰网店"
"GZQGQ26235018","广州易普包装设备有限公司"
"WULIUTIANXIA","北京宏瑞通物流有限公司"
"XM687193","鑫马物流（深圳）有限公司业务部"
"SHJIACHUN56","上海佳春物流有限公司.."
"TJLANXINYI","天津市河北区蓝新易货运代理服务中心"
"TIANHUIHUOYUN","上海天辉货物运输代理有限公司"
"SAWL1","宁波三安物流有限公司"
"XQKDZYL","xqkdzyl"
"SMWLYXGS","广州神马物流有限公司"
"SZSIYANG008","深圳市思扬标识标牌开发有限公司"
"HZRUIFA11","瑞发物流运输有限公司"
"CHANGJIAN818","济宁市常见物流有限公司"
"OYNT","义乌市腕宝电子商务商行"
"HAOSHENG0522","haosheng0522"
"CHENSHAOYUJINGJING","青岛浩航国际物流有限公司"
"ZRNSYX520891","东红物流有限公司业务部"
"JIEMINLP","平阳县洁敏工艺品有限公司"
"KAGEXIAO","义乌市湘澈贸易商行"
"XINGWENDONG2012","邢文冬"
"J1M1F","哈尔滨北航天鹅航空货运代理有限公司"
"JDYWLCDGS56","jdywlcdgs56"
"BJYMWYJJ","北京市思特伟业家具商贸中心"
"KAISHENGWL","上海熙承物流有限公司"
"ZFBFX2635","永康市凡鼎工贸有限公司"
"TIANSHANFEIYANG","张宝"
"CHANGGUI0813","自理生产有限公司"
"SINOTECHLOG2013","中技物流上海分公司"
"DGNCCSWL","dgnccswl"
"LIU448175177","佛山市高明区方方通物流有限公司"
"JIEFANDZ","东莞市杰帆电子有限公司"
"ZHOUDI68","杭州余杭区径山镇周婕瓷砖销售商店"
"AOYA56","东莞澳亚物流有限公司--业务三部"
"HANK1974129","宁波江东汉铭进出口有限公司"
"HEXIANXUXAD","深圳市兴安达物流有限公司"
"D02162846609","上海华宜物流有限公司"
"NEPZYJ","深圳市大洋物流有限公司"
"LIFUCHAO5","个人实体冲值卡代销店"
"AS1327533484","马仁喜"
"XIAOTANGTANG618","张会会"
"JINKUNDA2012","广州远旭国际贸易有限公司锦坤达国际物流部"
"ADENLYZ","无锡市顺辉物流有限公司"
"A130081681","上海富瑜物流有限公司"
"LXJ5818","李秀娟"
"BEN291138","丰汇国际货运代理有限公司"
"LC18626056589","无锡市来顺运输有限公司"
"QEROQRING","美华永盛国际货运有限公司"
"ZHUZONGQUAN1992","厦门市同安区迅利达电脑维修服务部"
"THOMASCAO1982","广东长运国际货运有限公司深圳分公司大客户部"
"ZZGZYR1001","武汉全向通快运有限公司"
"WANGGUISONG2","德州市腾昊商贸有限公司"
"SZZQGD","深圳中齐光电有限公司"
"AINIGUOBIN","上海振隆物流有限公司业务"
"ZGFZC209","卢立满(个体经营)"
"ZHONGYOUWULIUTIANJIN","zhongyouwuliutianjin"
"LIUJIANMEI20110530","广昌恒丰物流有限公司（杭州办事处）"
"WWKZM3","中山市沙溪镇高邦制衣厂"
"MICHELLE2012ONLY","深圳市永福国际货运代理有限公司"
"GANMENG2007","深圳市先一达物流"
"MICALWEN008","上海易安物流有限公司"
"YULIHUA2011","个体经营"
"PENGCR1","宁都大众物流有限公司"
"CHRISTINA0834","浙江布布小屋服装有限公司"
"HANBANGWU","沧州大伟工具制造有限公司"
"SHJIANHUAI","上海建淮贸易有限公司"
"SHLIUSWJ","shliuswj"
"SH5658","上海华益物流有限公司"
"SHUANGAIJIA","常州双爱家私"
"SZ6661688","深圳市开拓通讯技术有限公司"
"HAN1390181","赣州市章贡区鸿安仓储物流配送中心"
"FU13465143278","威海市昌锦物流有限公司"
"WINTER13627200641","武汉恒发科技有限公司"
"LIJUN2555","靖江市天顺快运有限公司"
"HENANZHAOSHANG","河南绘飝手绘有限公司"
"FALANBAO8","深圳市法兰堡货运代理有限公司"
"NMGLCYJYYXGS","内蒙古绿草原酒业有限公司"
"RUAYE","陈维"
"TIANYU19912011","王海涛"
"KYANNDI1988","深圳金士逹国际货运代理有限公司"
"TTJWL87185669","天天佳物流"
"YANGHAI2368","杨海（个体经营）"
"XBLJCH","蓝盾物流有限公司"
"TIANYAMOYI","天涯人服饰有限公司"
"TYXIADAN","tyxiadan"
"PXL627729","幸福的约定627729"
"JIUPENGCHEM","上海九鹏化工有限公司"
"XXLX115","张丽利（个体经营）"
"YUAN111888","华途运输有限公司"
"YUDAHUOYUN","江门市新会区会城豫达货运部"
"YUNSHU02136387309","上海亿泉物流有限公司上海分公司"
"YCSCS2006","盐城市昌盛物流有限公司"
"SZJTY56","深圳市嘉通源物流有限公司"
"CHINADACHAO","南京冉光物流有限公司"
"JISHAOSHENG","香港信聯國際物流有限公司"
"BINGQINGYUEYE","常州市德胜物流有限公司"
"QIYANGWL","上海旗扬物流有限公司"
"W88290285","深圳市邦捷国际物流有限公司-业务部"
"KELUZI12345","keluzi12345"
"Z15851421036","苏州致信通运输有限公司"
"XUYONG615978994","下一秒；秒财富"
"C390143670","阳阳打火机制造有限公司"
"SONGGANG888","速德實業股份有限公司"
"XINMATONGYUN2011","江西省鑫马通运物流有限公司业务部"
"HJM851225","黄建敏创业公司"
"LUOZHIQIANG584806116","上海雄坤物流业务部有限公司"
"LIYIDAHUOYUN","泉州市立达货运服务有限公司"
"WUWENSHUANG","东莞市旭博物流有限公司"
"TMCJX","江西工量刃具有限公司"
"BUBUSHAOYING","大众集团商鼎物流"
"DYNY5678","山东青岛胶州市邓研农业新作物开发中心"
"ALIYEYEBOBO","实名国（个体经营）"
"LISHUBING062","浩通国际货运代理有限公司深圳机场营业部"
"DGXINDA56","东莞鑫达货运有限公司"
"WANG3477WW","义乌市华皓国际货运有限公司"
"ROBIN171717","东莞巨昇贸易代理有限公司"
"HULIANYIDF","深圳互联易电子科技有限公司"
"GAOLIJUN789","gaolijun789"
"A526276869","香港快件进口公司"
"TIEBISHAN","tiebishan"
"YWQIDIAN","应志滨"
"WES13288888290","远望数码城"
"B2BWHF","王海峰(个体经营)"
"YAMIBOKE","亚米"
"LYXRQS","信阳市上天梯建伟矿业保温建材厂"
"A364868063","惠昌物流有限公司"
"WZWUDAN","000000只能够"
"LUOYIMING11","无锡市安信物流有限公司【市场调研部】"
"DLDONGYU","大连东宇时装有限公司"
"ZHONGMEI55","山东中煤工矿有限公司科技分公司"
"FANGYUANANHUI","fangyuananhui"
"WJIARUN","深圳市鸿运来国际物流有限公司"
"PENGJI888","深圳市鹏基物流有限公司"
"GZHAISHENG","广州市海生贸易物流有限公司"
"DGJTY56","深圳市嘉通源物流有限公司"
"HUATONGWU2012","青县华通物流中心"
"WJCHYYX","广州市东扬物流有限公司"
"XYJQHY","信阳金桥矿产货运信息公司"
"TJ2889","东莞市天骄物流公司"
"HANGZHOU888168","杭州翔宇物流有限公司"
"SHENGYUHUYU","东莞市桥头鑫宇货运代理服务部"
"MYLOVE20111016","味立方食品"
"HOMETONE","厦门市宅急通物流有限公司"
"MAYJIANG2828","蒋静静"
"TIANHENGWULIU001","tianhengwuliu001"
"LIGUA13870402588","苏州市正浩运输有限公司"
"MUQIANFUSHI88","汕头市慕倩服饰有限公司"
"A4431384","东莞市捷邦物流代理有限公司"
"SHYUDAWULIU","上海跃达物流有限公司"
"ZHIXININT","义乌市智信进出口有限公司"
"LIGE00000","上海博威物流有限公司"
"CHANGXIE668","东莞市南城长协电子制品厂"
"XIAO191971075","金龙货运有限公司"
"HLWJSPPJ","东莞市长安华林五金饰品配件经营部"
"LINLIQIN1104","创意电机震动环厂"
"FZFM1011","闽侯县屋语家具有限公司"
"CHXIANJIAN","苍南县吉升工艺厂"
"SHI1262108908","东莞市东方物流有限公司"
"ZHANG18616591731","上海风闽物流有限公司"
"SNCSHIPPING","广州市海朋国际货运代理有限公司"
"YXLZBW","义乌市叶公司"
"GZSYNBEN","广州先品农业有限公司"
"ZFBMUYUONE","阿刘物流有限公司"
"YWXONLY","上海益嘉物流"
"YONGHONGHUOYUN888","江苏功力机械有限公司"
"CAIRUIXIANG","上海i驿君物流公司"
"YF970836202","珠海市铁龙货运代办"
"JSGUCHUNLIN","宁波市鄞州磊源不锈钢有限公司"
"JINHANGZM","上海锦航照明电器有限公司"
"LIUYH298","广州市同鑫物流运输有限责任公司"
"NTABLJF","陈黎霞（个体经营）"
"LF563748","深圳银捷速递有限公司"
"Z3630213","华程物流有限公司"
"LIXIAOBIAO236400","中国安徽顺时针速递有限责任公司"
"ZBCGM0707","淄博西琪玛贸易有限公司"
"LHK1688LHK","李鸿坤"
"ZHOUTAN37","无锡三德利运输有限公司"
"ANDYSUN88","深圳市永通达国际货运代理有限公司"
"TIANXING20120408","东莞天行国际货运代理清溪分公司"
"YANYUNYING2012","佰特励有限公司"
"XW201105","凌晓军"
"YIJIALOGISTICS201203","深圳市一嘉物流有限公司横岗营业部"
"ZXM0576","天台县煌明贸易有限公司"
"LINYANG2006","天津市林洋物流有限公司linyang"
"XIAOFENG20110413","安徽（个体经营）"
"GTFGHGHCH","广州市海川物流有限公司"
"CAIE1324","杭州乐淘库"
"WFWULIU0","广州市快鑫物流有限公司"
"KINGSLEY0521","广州市顺鸿货运代理有限公司（业务部）"
"HUI884","上海会心电子有限公司"
"BEIWEI7710","北京京澍炜业科技有限公司"
"RUIXIANG558","安徽迎客松磁性软纱门有限公司"
"ALI836620124","佳美诗内衣有限公司"
"RQYSB","任丘市一胜百刀具厂"
"GZTLWL1688","广州市天路物流有限公司"
"MORFAST56","南京宅配通货运代理有限公司"
"JINGYANGTONG","北京景洋通物流有限公司 "
"WLKY45011262010","枝江市程天物流有限公司"
"FZXSK","上海显哲物流有限公司"
"XHDYT","祥和大樱桃"
"XIAOZHUZHULL","龙翔物流"
"SMGWGY","史明果（个人）"
"SHISHANGYIFAN","义乌市奇贸电子商务商行"
"A422752109","澳兰斯水处理设备有限公司"
"SUV10086","周强"
"ZCZLWL","中川佐利物流(中山)有限公司"
"WULIANG0613","何冬（个体经营）"
"ZFB82626444","深圳宝山物流有限公司"
"RAOJIANBIN2010","厦门闽晨物流有限公司"
"LIAOPINGWU","上海东忠冷藏物流有限公司（广州分公司）"
"CHINAXCJ","余姚市新创锦塑胶原料有限公司"
"LJX68052281","无为县金瑞货运经纪有限公司"
"YE2606","香港柏诗时装制衣公司"
"ZFBTANGYAWEI","唐雅伟"
"JXYIGUANFU","鑫腾辉货运代理有限公司"
"SHHK2011","上海华魁物流有限公司"
"WANG904715426","东莞市路佳货物运输有限公司"
"ZOOFAR","上海珠发物流有限公司"
"ZHOUSHIBIN88","广州爱璐娜服装有限公司"
